,ROAD_NO,SPEED_LIMIT,LONGITUDE,LATITUDE,CRASH_DATE,CRASH_TIME,SEVERITY,TOTAL_BIKE_INVOLVED,TOTAL_TRUCK_INVOLVED,TOTAL_HEAVY_TRUCK_INVOLVED,TOTAL_MOTOR_CYCLE_INVOLVED,TOTAL_OTHER_VEHICLES_INVOLVED,TOTAL_PEDESTRIANS_INVOLVED,CRASH_YEAR
8192,H035,60.0,115.851913,-31.942065,11/6/17,2141.0,Hospital,0,0,0,1,1,0,17.0
8193,1020620,60.0,116.128905,-31.973298,11/6/17,,Hospital,0,0,0,1,1,0,17.0
8194,H018,70.0,116.016054,-31.940642,12/6/17,820.0,Medical,0,0,0,0,2,0,17.0
8195,H001,50.0,117.061443,-33.47889,12/6/17,1620.0,Hospital,0,0,0,0,1,0,17.0
8197,H004,60.0,115.596548,-30.828872,12/6/17,2000.0,Hospital,0,0,0,0,1,0,17.0
8198,124Z035,,115.816511,-31.969256,12/6/17,1705.0,Hospital,0,0,0,1,1,0,17.0
8199,H006,50.0,116.021897,-31.793242,12/6/17,1535.0,Medical,0,0,0,1,1,0,17.0
8200,8120210,50.0,119.742991,-23.360418,12/6/17,1326.0,Hospital,0,0,0,1,0,0,17.0
8202,H028,60.0,115.793634,-31.882503,12/6/17,1900.0,Medical,0,0,0,0,3,0,17.0
8204,1040001,60.0,115.953188,-32.023988,12/6/17,1005.0,Medical,0,0,0,1,1,0,17.0
8205,1040090,70.0,115.943843,-32.075477,12/6/17,1525.0,Medical,0,1,0,0,1,0,17.0
8206,H002,60.0,115.773927,-32.405924,12/6/17,535.0,Medical,0,0,0,0,2,0,17.0
8207,H028,60.0,115.83769,-31.888965,12/6/17,1330.0,Medical,0,0,0,0,2,0,17.0
8208,M028,50.0,115.219144,-29.210561,12/6/17,1030.0,Hospital,0,0,0,0,1,0,17.0
8209,H006,50.0,116.211084,-31.013169,12/6/17,1700.0,Hospital,0,0,1,0,0,0,17.0
8210,8120210,50.0,119.742991,-23.360418,12/6/17,1325.0,Hospital,0,0,0,1,0,0,17.0
8211,1250061,60.0,115.819467,-31.914071,12/6/17,1320.0,Medical,0,0,0,0,1,0,17.0
8213,H012,60.0,115.89504,-32.02677,13/6/17,1107.0,Hospital,0,0,0,0,2,0,17.0
8214,1030503,60.0,115.859812,-32.107206,13/6/17,2130.0,Medical,0,0,0,0,2,0,17.0
8215,H026,60.0,115.956051,-31.902056,13/6/17,1635.0,Fatal,0,0,0,1,0,1,17.0
8216,H007,50.0,117.083761,-20.755926,13/6/17,615.0,Medical,0,0,0,0,1,1,17.0
8217,H018,70.0,115.980747,-31.993454,13/6/17,740.0,Medical,0,0,1,0,1,0,17.0
8218,1280307,60.0,115.819862,-31.940756,13/6/17,1215.0,Medical,0,0,0,0,2,0,17.0
8219,1070004,60.0,115.743474,-32.277468,13/6/17,1205.0,Medical,0,0,0,0,2,0,17.0
8220,1030953,60.0,115.838984,-32.12567,13/6/17,1340.0,Medical,0,0,0,0,3,0,17.0
8222,H013,60.0,115.88455,-31.972021,13/6/17,1555.0,Medical,0,0,0,0,2,0,17.0
8223,1280307,60.0,115.819862,-31.940756,13/6/17,2245.0,Medical,0,0,0,0,2,0,17.0
8225,1260001,60.0,115.87138,-32.01162,13/6/17,800.0,Hospital,0,0,0,1,1,0,17.0
8227,H027,70.0,115.926728,-31.978589,13/6/17,2220.0,Hospital,0,0,0,0,2,0,17.0
8228,1100168,60.0,115.854523,-31.8114,13/6/17,1517.0,Hospital,0,0,0,1,0,0,17.0
8229,1040044,60.0,115.943083,-32.089693,13/6/17,1502.0,Hospital,0,0,0,0,1,1,17.0
8231,1120005,60.0,115.924835,-31.877366,14/6/17,1635.0,Hospital,0,0,0,0,2,0,17.0
8232,1040165,60.0,115.979096,-32.018217,14/6/17,1251.0,Hospital,0,0,0,0,1,0,17.0
8233,H002,60.0,115.79128,-32.074725,14/6/17,1615.0,Medical,0,0,0,0,2,0,17.0
8235,H015,80.0,115.846813,-31.965132,14/6/17,1805.0,Medical,0,0,0,0,3,0,17.0
8237,1070128,70.0,115.758918,-32.363005,14/6/17,1055.0,Medical,0,0,0,0,2,0,17.0
8239,H057,60.0,115.768595,-32.698167,14/6/17,1913.0,Hospital,0,0,0,0,1,0,17.0
8241,H003,50.0,122.151633,-32.068918,14/6/17,1715.0,Medical,0,0,0,0,1,0,17.0
8243,1250050,60.0,115.881234,-31.925338,14/6/17,222.0,Medical,0,0,0,0,1,1,17.0
8244,1190997,60.0,115.853478,-32.078992,14/6/17,730.0,Medical,0,0,0,0,2,0,17.0
8245,H029,60.0,115.762242,-31.827311,15/6/17,1820.0,Medical,0,0,0,0,2,0,17.0
8246,1140562,60.0,115.872904,-32.047292,15/6/17,1305.0,Hospital,0,0,0,0,2,0,17.0
8248,1070003,60.0,115.729864,-32.308882,15/6/17,1410.0,Hospital,1,0,0,0,1,0,17.0
8249,1240038,40.0,115.85791,-31.951575,15/6/17,1008.0,Hospital,0,0,0,0,2,1,17.0
8252,H014,40.0,115.76201,-31.999126,15/6/17,1015.0,Hospital,0,0,0,0,2,0,17.0
8253,M074,70.0,115.636009,-32.618327,15/6/17,1105.0,Medical,0,0,0,0,2,0,17.0
8254,H026,60.0,115.932828,-31.915883,15/6/17,1516.0,Hospital,0,0,0,0,1,0,17.0
8255,H029,60.0,115.758887,-31.814294,15/6/17,800.0,Medical,0,0,0,0,2,0,17.0
8256,1250059,60.0,115.865217,-31.919826,15/6/17,815.0,Medical,0,0,0,0,2,0,17.0
8258,H013,60.0,115.843075,-32.015596,15/6/17,1520.0,Hospital,0,0,0,0,2,0,17.0
8259,1120005,60.0,115.924341,-31.888927,15/6/17,2125.0,Medical,0,0,0,0,2,0,17.0
8260,H016,80.0,115.831545,-31.927858,15/6/17,1800.0,Medical,0,0,0,0,2,0,17.0
8262,1090564,60.0,115.924816,-31.855642,15/6/17,1715.0,Medical,0,0,0,0,2,0,17.0
8263,H628,60.0,115.802149,-31.888233,16/6/17,745.0,Medical,0,0,0,0,2,0,17.0
8264,1260004,60.0,115.86216,-31.988552,16/6/17,1550.0,Medical,0,0,0,0,2,0,17.0
8265,H015,80.0,115.854492,-32.117445,16/6/17,615.0,Medical,0,0,0,0,3,0,17.0
8266,H017,70.0,115.997043,-32.008137,16/6/17,1730.0,Medical,0,0,0,0,2,0,17.0
8268,H590,70.0,115.784621,-31.817605,16/6/17,1300.0,Medical,0,0,0,0,2,0,17.0
8269,H016,80.0,115.780071,-31.775002,16/6/17,810.0,Medical,0,0,0,1,0,0,17.0
8270,M045,50.0,115.39351,-31.066236,16/6/17,1645.0,Medical,0,0,0,0,1,0,17.0
8272,2070015,100.0,116.141026,-33.327617,16/6/17,1530.0,Medical,0,0,0,0,2,0,17.0
8273,1120005,60.0,115.925037,-31.8853,16/6/17,945.0,Medical,0,0,0,0,2,0,17.0
8274,H012,60.0,115.843057,-32.046049,17/6/17,1410.0,Medical,0,0,0,0,3,0,17.0
8275,H057,60.0,115.751517,-33.286102,17/6/17,540.0,Hospital,0,0,0,0,1,0,17.0
8280,H038,70.0,115.884494,-32.222799,17/6/17,1218.0,Hospital,0,0,0,0,2,0,17.0
8281,H014,40.0,115.755841,-32.036174,17/6/17,1140.0,Medical,0,0,0,0,2,0,17.0
8283,1250050,60.0,115.890435,-31.917868,17/6/17,1330.0,Medical,0,0,0,0,2,0,17.0
8284,H057,60.0,115.720239,-33.148482,17/6/17,1245.0,Medical,0,0,0,0,2,0,17.0
8285,H002,60.0,115.760544,-32.27699,17/6/17,1500.0,Medical,0,0,0,0,2,0,17.0
8287,H001,50.0,116.024675,-32.14968,17/6/17,1053.0,Medical,0,0,0,0,2,0,17.0
8292,H015,80.0,115.846708,-31.963502,18/6/17,1240.0,Medical,0,0,0,0,3,0,17.0
8293,1280294,60.0,115.840168,-31.940703,18/6/17,1300.0,Medical,0,0,0,0,2,0,17.0
8295,1120016,70.0,115.931253,-31.889003,18/6/17,1520.0,Hospital,0,0,0,0,2,0,17.0
8296,1180004,60.0,115.779823,-32.072776,18/6/17,1120.0,Medical,0,0,0,0,2,0,17.0
8297,H036,60.0,115.757169,-31.926865,18/6/17,1630.0,Medical,0,0,0,0,2,0,17.0
8299,1300203,40.0,115.870468,-31.939813,18/6/17,1600.0,Medical,0,0,0,0,2,0,17.0
8301,H001,50.0,116.017699,-32.143036,18/6/17,1145.0,Medical,0,0,0,0,3,0,17.0
8304,H020,70.0,115.904338,-31.959206,18/6/17,1545.0,Medical,0,0,0,0,1,0,17.0
8305,1090502,60.0,116.013491,-31.782441,18/6/17,1520.0,Medical,0,0,0,0,1,0,17.0
8311,1120004,60.0,115.886847,-31.910031,19/6/17,1255.0,Hospital,0,1,0,0,1,0,17.0
8312,H001,50.0,115.937146,-32.020878,19/6/17,650.0,Medical,0,0,0,0,2,0,17.0
8313,1300280,40.0,115.858562,-31.935601,19/6/17,1050.0,Medical,0,0,0,0,2,0,17.0
8314,H017,70.0,115.980327,-31.982214,19/6/17,735.0,Medical,0,0,0,0,2,0,17.0
8315,H035,60.0,115.817255,-31.80109,19/6/17,1710.0,Medical,0,0,0,0,3,0,17.0
8316,1250059,60.0,115.877523,-31.875687,19/6/17,2025.0,Medical,0,0,0,0,2,0,17.0
8317,H028,60.0,115.775044,-31.876805,19/6/17,925.0,Medical,0,0,0,0,2,0,17.0
8318,H001,50.0,115.912986,-31.993822,19/6/17,1510.0,Medical,0,0,0,0,3,0,17.0
8319,1141017,60.0,115.941715,-32.029013,19/6/17,800.0,Medical,0,0,0,0,3,0,17.0
8321,H018,70.0,116.014674,-31.916192,19/6/17,610.0,Medical,0,0,0,0,3,0,17.0
8324,1100168,60.0,115.854591,-31.835907,19/6/17,1750.0,Hospital,0,0,0,0,2,0,17.0
8325,H020,70.0,115.854831,-31.943926,19/6/17,2020.0,Medical,0,0,0,0,1,0,17.0
8328,1090549,70.0,115.962473,-31.795593,19/6/17,920.0,Medical,0,0,1,0,1,0,17.0
8329,H005,60.0,116.019259,-31.89283,19/6/17,1215.0,Medical,0,0,0,1,1,0,17.0
8330,H015,80.0,115.857378,-32.017832,19/6/17,915.0,Medical,0,0,0,0,3,0,17.0
8331,3020265,60.0,117.928338,-34.981421,20/6/17,845.0,Medical,0,0,0,0,2,0,17.0
8332,H027,70.0,115.913444,-31.967061,20/6/17,1019.0,Hospital,0,0,0,0,1,1,17.0
8334,1102926,60.0,115.711891,-31.693765,20/6/17,715.0,Medical,1,0,0,0,1,0,17.0
8335,H001,50.0,115.890058,-31.968581,20/6/17,1635.0,Medical,0,0,0,0,3,0,17.0
8336,H013,60.0,115.776101,-32.038315,20/6/17,945.0,Medical,0,0,0,0,2,0,17.0
8337,1090662,70.0,115.893707,-31.861565,20/6/17,1555.0,Medical,0,0,0,0,1,0,17.0
8338,1060001,60.0,116.03696,-31.885944,20/6/17,830.0,Medical,0,0,0,0,2,0,17.0
8340,H012,60.0,115.903536,-32.023178,20/6/17,830.0,Medical,0,0,0,0,3,0,17.0
8343,M023,60.0,115.766378,-32.542159,20/6/17,2000.0,Medical,0,0,0,0,1,0,17.0
8344,1260337,60.0,115.883651,-31.986891,20/6/17,835.0,Medical,0,0,0,0,2,0,17.0
8345,H014,40.0,115.780728,-31.983322,20/6/17,1555.0,Hospital,0,0,0,0,1,1,17.0
8346,H021,70.0,115.772065,-31.857463,20/6/17,1555.0,Medical,0,0,0,0,2,0,17.0
8347,1010033,60.0,115.985001,-32.148542,20/6/17,1603.0,Hospital,0,0,0,1,1,0,17.0
8348,H001,50.0,116.012199,-32.088516,20/6/17,1056.0,Medical,0,0,0,0,2,0,17.0
8349,H016,80.0,115.849205,-31.950402,20/6/17,1745.0,Medical,0,0,0,0,2,0,17.0
8350,1091114,60.0,116.001083,-31.88609,20/6/17,1630.0,Medical,0,0,0,0,2,0,17.0
8352,1270001,40.0,115.825669,-31.947056,21/6/17,700.0,Medical,0,0,0,0,1,1,17.0
8356,H029,60.0,115.654951,-31.574596,21/6/17,640.0,Medical,0,0,0,0,2,0,17.0
8357,H018,70.0,116.02831,-31.886042,21/6/17,1400.0,Medical,0,0,0,0,2,0,17.0
8358,H014,40.0,115.813895,-31.977257,21/6/17,1905.0,Medical,0,0,0,0,2,0,17.0
8359,H002,60.0,115.770112,-32.349255,21/6/17,1750.0,Medical,0,0,0,0,3,0,17.0
8360,H035,60.0,115.82966,-31.868292,21/6/17,2155.0,Medical,0,0,0,0,2,0,17.0
8361,H001,50.0,117.773297,-34.883428,21/6/17,1925.0,Medical,0,0,0,0,2,0,17.0
8364,5050058,60.0,114.645967,-28.77724,21/6/17,345.0,Hospital,0,0,0,0,2,0,17.0
8365,H017,70.0,116.015365,-32.053199,21/6/17,1600.0,Hospital,0,0,0,1,1,0,17.0
8367,H005,60.0,116.027999,-31.894345,21/6/17,1145.0,Medical,0,0,0,0,3,0,17.0
8368,1260001,60.0,115.876447,-32.01214,21/6/17,1620.0,Medical,0,0,0,0,3,0,17.0
8369,1030501,70.0,115.837982,-32.079783,21/6/17,1500.0,Medical,0,0,0,0,2,0,17.0
8370,H006,50.0,127.028773,-18.629583,21/6/17,1700.0,Medical,0,0,0,0,1,0,17.0
8371,H004,60.0,115.886429,-31.361217,22/6/17,848.0,Medical,0,0,0,0,0,0,17.0
8372,1250088,60.0,115.814097,-31.906557,22/6/17,655.0,Medical,0,0,0,0,2,0,17.0
8373,1103105,70.0,115.719256,-31.693253,22/6/17,755.0,Medical,0,0,0,0,2,0,17.0
8374,1070005,70.0,115.737855,-32.283672,22/6/17,945.0,Medical,0,0,0,0,2,0,17.0
8375,1250083,60.0,115.865579,-31.901888,22/6/17,755.0,Medical,0,0,0,0,2,0,17.0
8376,H016,80.0,115.847636,-31.960974,22/6/17,1825.0,Medical,0,0,0,0,2,0,17.0
8377,5050019,50.0,114.606855,-28.776299,22/6/17,955.0,Medical,0,0,0,1,1,0,17.0
8378,6051012,50.0,121.463669,-30.727228,22/6/17,2300.0,Medical,0,1,0,0,2,0,17.0
8380,M028,50.0,116.036396,-29.917616,22/6/17,1330.0,Medical,0,0,0,0,1,0,17.0
8382,H035,60.0,115.689642,-31.556823,22/6/17,1630.0,Medical,0,0,0,0,1,0,17.0
8383,1101665,70.0,115.789654,-31.712782,22/6/17,1500.0,Hospital,0,0,0,0,2,0,17.0
8384,M057,60.0,113.618816,-25.847544,22/6/17,1030.0,Hospital,0,0,0,0,1,0,17.0
8385,H005,60.0,115.990765,-31.891618,22/6/17,845.0,Medical,0,0,0,0,2,0,17.0
8386,1250069,30.0,115.789541,-31.900041,22/6/17,1830.0,Medical,0,0,0,0,2,0,17.0
8387,H026,60.0,115.927671,-31.919989,22/6/17,830.0,Medical,0,0,0,0,1,0,17.0
8388,1180005,60.0,115.757519,-32.067642,23/6/17,830.0,Medical,0,0,0,0,2,0,17.0
8389,H012,60.0,115.929167,-31.99429,23/6/17,825.0,Medical,0,1,0,0,1,0,17.0
8390,H032,60.0,115.889382,-32.068914,23/6/17,450.0,Medical,0,0,0,0,2,0,17.0
8391,1020006,60.0,115.983085,-32.001691,23/6/17,825.0,Medical,0,0,0,0,2,0,17.0
8393,M031,50.0,117.629478,-34.018634,23/6/17,1440.0,Medical,0,0,0,0,1,0,17.0
8395,H001,50.0,116.018082,-32.124394,23/6/17,1015.0,Medical,0,0,0,1,1,0,17.0
8396,1140585,60.0,115.917142,-31.993943,23/6/17,850.0,Medical,0,0,0,0,1,0,17.0
8397,H018,70.0,116.014674,-31.916192,23/6/17,630.0,Medical,0,0,0,0,4,0,17.0
8398,H069,70.0,115.857854,-31.794007,23/6/17,1845.0,Hospital,0,0,0,0,2,0,17.0
8399,1141013,70.0,115.882054,-32.038612,23/6/17,1505.0,Medical,0,0,0,0,2,0,17.0
8401,1090697,70.0,115.880654,-31.85194,23/6/17,1400.0,Hospital,0,0,0,0,2,0,17.0
8402,H692,60.0,115.856451,-32.157478,23/6/17,1500.0,Medical,0,0,0,0,2,0,17.0
8403,H027,70.0,115.912396,-31.965906,23/6/17,1655.0,Medical,0,0,0,0,2,0,17.0
8404,H013,60.0,115.875178,-31.983362,23/6/17,1045.0,Medical,0,0,0,0,3,0,17.0
8405,1062066,60.0,116.168215,-31.900346,23/6/17,1230.0,Medical,0,0,0,0,2,0,17.0
8406,H001,50.0,116.225703,-32.342958,23/6/17,1015.0,Hospital,0,0,0,1,0,0,17.0
8407,H002,60.0,115.782431,-32.198737,24/6/17,808.0,Fatal,0,0,1,1,0,0,17.0
8408,2060126,70.0,115.582672,-33.46127,24/6/17,1247.0,Hospital,0,0,0,1,0,0,17.0
8409,M064,60.0,114.720738,-28.632777,25/6/17,1330.0,Hospital,0,0,0,1,0,0,17.0
8411,1030953,60.0,115.820497,-32.127514,25/6/17,2059.0,Hospital,0,0,0,0,1,0,17.0
8412,1300278,40.0,115.864636,-31.939432,25/6/17,130.0,Hospital,0,0,0,1,0,0,17.0
8414,H001,50.0,115.902898,-31.977822,25/6/17,0.0,Hospital,0,0,0,0,1,1,17.0
8415,H005,60.0,116.043156,-31.900921,25/6/17,1330.0,Medical,0,0,0,0,2,0,17.0
8416,1311900,70.0,115.765426,-31.817115,25/6/17,1150.0,Medical,0,0,0,0,1,0,17.0
8417,1102143,70.0,115.864235,-31.848679,25/6/17,1300.0,Medical,0,0,0,0,2,0,17.0
8418,1310003,70.0,115.813976,-31.833786,25/6/17,1100.0,Medical,0,0,0,0,2,0,17.0
8420,H057,60.0,115.734177,-33.317362,26/6/17,605.0,Hospital,0,0,0,0,1,0,17.0
8421,H002,60.0,115.760544,-32.27699,26/6/17,1553.0,Hospital,0,1,0,1,0,0,17.0
8422,H007,50.0,116.84504,-20.796661,26/6/17,1237.0,Medical,0,0,0,0,1,0,17.0
8423,M001,50.0,117.959996,-34.812799,26/6/17,2140.0,Medical,0,0,0,0,1,0,17.0
8425,H001,50.0,115.923595,-32.007303,26/6/17,1830.0,Hospital,0,0,0,0,2,0,17.0
8426,1250025,70.0,115.793359,-31.921798,26/6/17,2000.0,Medical,1,0,0,0,1,0,17.0
8427,H036,60.0,115.76676,-31.971139,26/6/17,800.0,Medical,0,0,0,0,2,0,17.0
8428,H005,60.0,115.951886,-31.925769,26/6/17,500.0,Medical,0,0,0,0,2,0,17.0
8429,H005,60.0,115.939667,-31.933303,26/6/17,810.0,Medical,0,0,0,0,2,0,17.0
8431,1120005,60.0,115.924825,-31.873153,26/6/17,855.0,Medical,0,0,0,0,2,0,17.0
8434,H001,50.0,116.002325,-32.072038,26/6/17,1150.0,Hospital,0,0,0,1,1,0,17.0
8436,1312151,70.0,115.744978,-31.732472,26/6/17,815.0,Medical,0,0,0,0,2,0,17.0
8437,M001,50.0,117.959517,-34.801871,27/6/17,2140.0,Medical,0,0,0,0,1,0,17.0
8438,H018,70.0,116.015399,-31.942788,27/6/17,1146.0,Medical,0,0,0,0,2,0,17.0
8441,1180005,60.0,115.757878,-32.070415,27/6/17,1500.0,Medical,0,0,0,0,2,0,17.0
8442,1040044,60.0,115.966452,-32.07106,27/6/17,1825.0,Medical,0,0,0,0,2,0,17.0
8444,H537,60.0,115.839592,-31.936416,28/6/17,1535.0,Hospital,1,0,0,0,1,0,17.0
8445,1090416,60.0,116.033459,-31.885622,28/6/17,1726.0,Medical,0,0,0,1,1,0,17.0
8446,1120006,60.0,115.903143,-31.903669,28/6/17,157.0,Medical,0,0,0,0,1,0,17.0
8448,1030503,60.0,115.836741,-32.11459,28/6/17,810.0,Medical,0,0,0,0,2,0,17.0
8449,1250061,60.0,115.820105,-31.917497,28/6/17,750.0,Medical,0,0,0,1,1,0,17.0
8450,1030953,60.0,115.851367,-32.129159,28/6/17,630.0,Medical,0,0,0,1,1,0,17.0
8451,H005,60.0,116.148526,-31.90063,28/6/17,1350.0,Medical,0,0,0,0,2,0,17.0
8452,H035,60.0,115.821526,-31.833923,28/6/17,1630.0,Medical,0,0,0,0,3,0,17.0
8453,H035,60.0,115.847328,-31.913778,28/6/17,1725.0,Medical,0,0,0,1,1,0,17.0
8454,H020,70.0,115.852467,-31.943177,28/6/17,1525.0,Medical,0,0,0,0,2,0,17.0
8456,H015,80.0,115.848104,-31.976438,28/6/17,1100.0,Medical,0,0,0,0,2,0,17.0
8457,H016,80.0,115.821701,-31.905237,28/6/17,1750.0,Medical,0,0,0,0,2,0,17.0
8458,H029,60.0,115.754081,-31.795543,28/6/17,1615.0,Medical,0,0,0,0,2,0,17.0
8459,3021001,50.0,117.883731,-35.026914,28/6/17,200.0,Medical,0,1,0,0,1,0,17.0
8461,8130174,50.0,118.602726,-20.409789,29/6/17,1700.0,Hospital,0,0,0,0,1,1,17.0
8462,H029,60.0,115.760826,-31.819435,29/6/17,807.0,Hospital,0,0,0,0,2,0,17.0
8464,1090655,60.0,115.924829,-31.87177,29/6/17,800.0,Medical,0,0,0,0,1,1,17.0
8465,H032,60.0,115.827319,-32.067349,29/6/17,815.0,Medical,0,0,0,0,2,0,17.0
8466,1250059,60.0,115.871488,-31.891154,29/6/17,1650.0,Medical,0,0,0,0,2,0,17.0
8467,H767,60.0,115.863495,-32.08717,29/6/17,1710.0,Medical,0,0,0,0,2,0,17.0
8468,H014,40.0,115.764157,-32.047264,29/6/17,735.0,Medical,0,0,0,0,2,0,17.0
8469,1030953,60.0,115.852396,-32.128921,29/6/17,930.0,Hospital,1,0,0,0,1,0,17.0
8470,H020,70.0,115.864661,-31.947577,29/6/17,1750.0,Medical,0,0,0,0,4,0,17.0
8471,H016,80.0,115.836174,-31.93212,29/6/17,1800.0,Medical,0,0,0,0,3,0,17.0
8472,1280569,60.0,115.83914,-31.940708,29/6/17,1630.0,Medical,1,0,0,0,1,0,17.0
8473,1190680,70.0,115.842128,-32.053984,30/6/17,1720.0,Medical,0,0,0,0,3,0,17.0
8476,M037,40.0,116.257346,-33.376696,30/6/17,1820.0,Medical,0,0,0,0,2,0,17.0
8478,H006,50.0,118.826669,-21.701916,30/6/17,1500.0,Fatal,0,0,2,0,2,0,17.0
8481,1050004,60.0,115.812239,-32.247664,30/6/17,930.0,Medical,0,0,0,0,2,0,17.0
8484,1280308,60.0,115.811663,-31.934349,30/6/17,1830.0,Medical,0,0,0,0,1,0,17.0
8486,H005,60.0,115.902719,-31.960039,30/6/17,825.0,Medical,0,0,0,0,2,0,17.0
8487,H002,60.0,115.787548,-32.225896,30/6/17,1145.0,Medical,0,0,0,0,2,0,17.0
8489,1120003,60.0,115.903624,-31.894736,30/6/17,1500.0,Medical,0,0,0,0,2,0,17.0
8490,H017,70.0,115.956779,-32.147599,30/6/17,830.0,Medical,0,0,0,0,2,0,17.0
8491,1130002,60.0,115.938255,-31.964149,30/6/17,1050.0,Medical,0,0,0,0,2,0,17.0
8492,H023,70.0,115.869087,-32.127974,30/6/17,1345.0,Medical,0,0,0,0,1,0,17.0
8493,1190003,60.0,115.815008,-32.05939,30/6/17,635.0,Medical,0,0,0,0,2,0,17.0
8494,1311665,70.0,115.765325,-31.748891,1/7/17,1252.0,Medical,0,0,0,0,3,0,17.0
8495,1040002,60.0,115.931494,-32.049241,1/7/17,1347.0,Medical,0,0,0,0,2,0,17.0
8496,2040356,60.0,115.658898,-33.338876,1/7/17,930.0,Medical,0,0,0,0,1,0,17.0
8497,H001,50.0,116.967434,-33.145986,1/7/17,845.0,Medical,0,0,0,0,1,0,17.0
8498,H029,60.0,115.763837,-31.831813,1/7/17,1620.0,Medical,0,0,0,0,2,0,17.0
8499,1311665,70.0,115.767555,-31.752378,1/7/17,1050.0,Medical,0,0,0,0,3,0,17.0
8500,1031846,60.0,115.811011,-32.104429,1/7/17,1655.0,Medical,0,0,0,0,2,0,17.0
8501,1090570,70.0,115.959858,-31.875645,1/7/17,1030.0,Medical,0,0,0,0,2,0,17.0
8502,1310003,70.0,115.798678,-31.836093,1/7/17,1220.0,Medical,0,0,0,0,2,0,17.0
8503,1120003,60.0,115.897476,-31.894774,1/7/17,1745.0,Medical,0,0,0,0,2,0,17.0
8505,H674,60.0,115.84356,-31.941952,1/7/17,2330.0,Medical,0,0,0,0,2,0,17.0
8507,1251727,60.0,115.861414,-31.874235,2/7/17,1715.0,Fatal,0,0,0,0,1,1,17.0
8508,M016,60.0,118.271501,-31.480767,2/7/17,2143.0,Hospital,0,0,0,0,1,0,17.0
8509,1180004,60.0,115.779823,-32.072776,2/7/17,1825.0,Medical,0,0,0,0,2,0,17.0
8510,H057,60.0,115.720042,-32.930027,2/7/17,130.0,Medical,0,0,0,0,1,0,17.0
8511,1140001,60.0,115.910593,-32.012733,2/7/17,2030.0,Hospital,0,0,0,0,2,0,17.0
8512,1090549,70.0,115.962473,-31.795593,2/7/17,1520.0,Medical,0,0,0,0,1,0,17.0
8513,H026,60.0,115.895137,-31.929916,2/7/17,930.0,Medical,0,0,0,0,2,0,17.0
8514,H028,60.0,115.765462,-31.873915,2/7/17,1135.0,Medical,0,0,0,0,3,0,17.0
8515,H050,50.0,114.975191,-28.708893,3/7/17,2114.0,Fatal,0,0,0,0,1,0,17.0
8517,H005,60.0,116.013477,-31.891842,3/7/17,1205.0,Medical,0,0,0,0,3,0,17.0
8519,1280309,60.0,115.834647,-31.934106,3/7/17,1750.0,Medical,0,0,0,0,2,0,17.0
8521,H016,80.0,115.848735,-31.950872,3/7/17,1820.0,Medical,0,0,0,0,2,0,17.0
8522,H035,60.0,115.835139,-31.88253,3/7/17,1830.0,Medical,0,1,0,0,2,0,17.0
8523,H018,70.0,116.015184,-31.943576,3/7/17,1650.0,Medical,0,0,1,0,2,0,17.0
8525,H849,60.0,115.855099,-31.864513,3/7/17,1430.0,Medical,0,0,0,0,2,0,17.0
8526,1080007,60.0,115.864452,-32.367483,3/7/17,1729.0,Hospital,0,0,0,0,1,0,17.0
8527,1141104,70.0,115.915284,-32.086645,3/7/17,1120.0,Medical,0,0,0,0,2,0,17.0
8529,1140585,60.0,115.943868,-31.996543,4/7/17,1245.0,Medical,0,0,0,0,2,0,17.0
8530,H021,70.0,115.885387,-31.868295,4/7/17,1440.0,Hospital,0,0,0,0,2,0,17.0
8531,1070001,60.0,115.754998,-32.268817,4/7/17,805.0,Hospital,0,0,0,0,1,0,17.0
8532,H015,80.0,115.78434,-32.47374,4/7/17,2110.0,Medical,0,0,0,0,1,0,17.0
8533,M031,50.0,116.739473,-31.709909,4/7/17,1937.0,Medical,0,0,0,0,1,0,17.0
8534,H004,60.0,114.623712,-28.80748,4/7/17,1700.0,Medical,0,0,0,0,1,0,17.0
8535,H057,60.0,115.807633,-32.642863,4/7/17,125.0,Medical,0,0,0,0,1,0,17.0
8536,H002,60.0,115.762926,-32.294527,4/7/17,800.0,Medical,0,0,0,0,2,0,17.0
8538,1311665,70.0,115.77301,-31.757315,4/7/17,1620.0,Medical,0,0,0,0,3,0,17.0
8539,H029,60.0,115.762515,-31.843243,4/7/17,1405.0,Medical,0,0,0,0,2,0,17.0
8540,1120655,60.0,115.927895,-31.894757,4/7/17,1640.0,Medical,0,0,0,0,2,0,17.0
8541,1240007,60.0,115.840261,-31.944663,4/7/17,1555.0,Medical,0,0,0,0,3,0,17.0
8542,H001,50.0,115.926407,-32.011351,4/7/17,1530.0,Medical,0,0,0,0,2,0,17.0
8543,1100268,70.0,115.835081,-31.75453,5/7/17,1739.0,Hospital,0,0,0,0,1,0,17.0
8544,1130002,60.0,115.931449,-31.9584,5/7/17,1330.0,Hospital,0,1,0,0,1,0,17.0
8545,4211020,50.0,116.592347,-31.722639,5/7/17,1315.0,Fatal,0,0,0,0,1,0,17.0
8546,H032,60.0,115.824151,-32.068658,5/7/17,2358.0,Hospital,0,0,0,0,1,0,17.0
8547,1250025,70.0,115.798422,-31.910042,5/7/17,655.0,Medical,0,0,0,0,1,0,17.0
